County Name,Priority Area Number,Priority Area,Focus Area Number,Focus Area,Indicator Order on County Dashboard,Indicator ID,Indicator,Event Count/Rate,Average Number of Denominator/Rate,Measure Unit,Percentage/Rate/Ratio,Lower Limit of 95% CI,Upper Limit of 95% CI,Data Comments,Quartile,2024 Objective,Objective Region,Data Years,Date Source
Cortland,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",3,455,Rate,6.6,,,Unstable Estimate,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Delaware,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",4,350,Rate,11.4,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Dutchess,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",8,2615,Rate,3.1,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Erie,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",47,9087,Rate,5.2,,,,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Essex,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",2,263,Rate,7.6,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Franklin,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",1,441,Rate,2.3,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Fulton,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",4,507,Rate,7.9,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Genesee,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",0,553,Rate,0,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Greene,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",3,379,Rate,7.9,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Hamilton,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",,24,Rate,,,,Data Suppressed,Data Not Available (N/A)/Data suppressed (s),4,New York State,2022,"Vital Records, data as of March 2025"
Herkimer,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",4,591,Rate,6.8,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Jefferson,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",6,1759,Rate,3.4,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Lewis,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",1,311,Rate,3.2,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Livingston,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",3,518,Rate,5.8,,,Unstable Estimate,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Madison,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",2,574,Rate,3.5,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Monroe,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",47,7437,Rate,6.3,,,,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Montgomery,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",5,611,Rate,8.2,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Nassau,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",49,13747,Rate,3.6,,,,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Niagara,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",8,1961,Rate,4.1,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Oneida,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",11,2185,Rate,5,,,,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Onondaga,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",25,4627,Rate,5.4,,,,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Ontario,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",6,1016,Rate,5.9,,,Unstable Estimate,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Orange,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",18,5443,Rate,3.3,,,,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Orleans,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",3,376,Rate,8,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Oswego,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",9,1110,Rate,8.1,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Otsego,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",2,458,Rate,4.4,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Putnam,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",2,909,Rate,2.2,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Rensselaer,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",7,1483,Rate,4.7,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Rockland,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",19,6389,Rate,3,,,,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
St. Lawrence,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",7,905,Rate,7.7,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Saratoga,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",8,2082,Rate,3.8,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Schenectady,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",11,1662,Rate,6.6,,,,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Schoharie,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",0,253,Rate,0,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Schuyler,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",0,139,Rate,0,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Seneca,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",2,291,Rate,6.9,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Steuben,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",7,988,Rate,7.1,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Suffolk,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",63,16104,Rate,3.9,,,,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Sullivan,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",6,974,Rate,6.2,,,Unstable Estimate,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Tioga,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",1,491,Rate,2,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Tompkins,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",6,638,Rate,9.4,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Ulster,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",9,1540,Rate,5.8,,,Unstable Estimate,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Warren,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",3,537,Rate,5.6,,,Unstable Estimate,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Washington,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",3,533,Rate,5.6,,,Unstable Estimate,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Wayne,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",9,842,Rate,10.7,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Westchester,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",38,9913,Rate,3.8,,,,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Wyoming,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",0,342,Rate,0,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Yates,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",1,315,Rate,3.2,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Bronx,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",91,16728,Rate,5.4,,,,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Kings,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",112,33383,Rate,3.4,,,,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
New York,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",37,13198,Rate,2.8,,,,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Queens,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",88,23877,Rate,3.7,,,,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Richmond,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",23,4908,Rate,4.7,,,,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Long Island,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",112,29851,Rate,3.8,,,,,4,New York State,2022,"Vital Records, data as of March 2025"
New York City,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",351,92094,Rate,3.8,,,,,4,New York State,2022,"Vital Records, data as of March 2025"
Mid-Hudson,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",100,27783,Rate,3.6,,,,,4,New York State,2022,"Vital Records, data as of March 2025"
Capital Region,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",46,8898,Rate,5.2,,,,,4,New York State,2022,"Vital Records, data as of March 2025"
Mohawk Valley,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",15,2420,Rate,6.2,,,,,4,New York State,2022,"Vital Records, data as of March 2025"
North Country,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",15,2413,Rate,6.2,,,,,4,New York State,2022,"Vital Records, data as of March 2025"
Tug Hill Seaway,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",14,2975,Rate,4.7,,,,,4,New York State,2022,"Vital Records, data as of March 2025"
Central NY,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",54,9657,Rate,5.6,,,,,4,New York State,2022,"Vital Records, data as of March 2025"
Southern Tier,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",21,3629,Rate,5.8,,,,,4,New York State,2022,"Vital Records, data as of March 2025"
Finger Lakes,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",79,12348,Rate,6.4,,,,,4,New York State,2022,"Vital Records, data as of March 2025"
Western NY,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",79,14744,Rate,5.4,,,,,4,New York State,2022,"Vital Records, data as of March 2025"
New York State (excluding NYC),3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",535,114718,Rate,4.7,,,,,4,New York State,2022,"Vital Records, data as of March 2025"
New York State,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",886,206812,Rate,4.3,,,,,4,New York State,2022,"Vital Records, data as of March 2025"
Albany,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,31,pa56_0,Percentage of births that are preterm,306,2817,Percent,10.9,,,,10.4+ : Q4,8.3,New York State,2022,"Vital Records, data as of May 2024"
Allegany,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,31,pa56_0,Percentage of births that are preterm,41,452,Percent,9.1,,,,< 9.4 : Q1 - Q2,8.3,New York State,2022,"Vital Records, data as of May 2024"
